ISBN,Title,Author,Year,Publisher,stemmed_title,lemmatized_title,Title_stem,Author_stem,Publisher_stem,Year_stem
0445405627,The Maul and the Pear Tree,T. A. Critchley,1987,Warner Books,the maul and the pear tree,the maul and the pear tree,and the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0743418956,"Long Way Home: The Unseen Trilogy, Book 3 (Buffy the Vampire Slayer and Angel crossover)",Nancy Holder,2001,Simon Spotlight Entertainment,"long way home : the unseen trilog , book 3 ( buffi the vampir slayer and angel crossov )","long way home : the unseen trilog , book 3 ( buffi the vampir slayer and angel crossov )",": , 3 ( the and )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0671775413,A Capeside Christmas,C.J. Anders,2000,Simon Spotlight Entertainment,a capesid christma,a capesid christma,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
8466304630,Rayuela,Julio Cortazar,2001,Suma de Letras,rayuela,rayuela,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0451212177,Bubbles Ablaze (Bubbles Books),Sarah Strohmeyer,2004,Signet Book,bubbl ablaz ( bubbl book ),bubbl ablaz ( bubbl book ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
0449213323,Murder in Georgetown (Capital Crime Mysteries),MARGARET TRUMAN,1987,Fawcett,murder in georgetown ( capit crime mysteri ),murder in georgetown ( capit crime mysteri ),in ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0812564596,The Enemy Way (Ella Clah),Aimee Thurlo,1999,Forge Books,the enemi way ( ella clah ),the enemi way ( ella clah ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0743247949,Firethorn,Sarah Micklem,2004,Scribner,firethorn,firethorn,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
0964077507,Just Farr Fun,Jamie Farr,1994,"Eubanks-Donizetti Enterprises, Incorporated",just farr fun,just farr fun,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
087795223X,Triple,Ken Follett,1979,Arbor House Publishing,tripl,tripl,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0515045446,Bitter Winds of Love,Barbara Cartland,1978,Jove Pubns,bitter wind of love,bitter wind of love,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
051764181X,Folk Tales And Fables Of The W,Barbara Hayes,1987,Gramercy,folk tale and fabl of the w,folk tale and fabl of the w,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0451185110,Higher Authority,Stephen White,1996,Signet Book,higher author,higher author,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0670894710,Bitten,Kelley Armstrong,2001,Viking Books,bitten,bitten,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0679745440,A Concise History of the Russian Revolution,Richard Pipes,1996,Vintage Books USA,a concis histori of the russian revolut,a concis histori of the russian revolut,of the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0393319946,Endurance: An Epic of Polar Adventure,F. A. Worsley,2000,W.W. Norton & Company,endur : an epic of polar adventur,endur : an epic of polar adventur,: of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0812580362,The Radiant Seas,Catherine Asaro,1999,Tor Science Fiction,the radiant sea,the radiant sea,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0883633744,Great Scrapbooks,Michelle Gerbrandt,0,Beaux Arts,great scrapbook,great scrapbook,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0061080012,Sweet Ivy's Gold (Harper Monogram),Paula Paul,1993,Harper Mass Market Paperbacks (Mm),sweet ivi 's gold ( harper monogram ),sweet ivi 's gold ( harper monogram ),'s ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0738203467,"Not Your Mother's Life : Changing the Rules of Work, Love, and Family",Joan K. Peters,2001,Perseus Publishing,"not your mother 's life : chang the rule of work , love , and famili","not your mother 's life : chang the rule of work , love , and famili","'s : the of , , and",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0312093322,The Man Who Understood Cats (John Thinnes/Jack Caleb Mysteries),Michael A. Dymmoch,1993,St. Martin's Minotaur,the man who understood cat ( john thinnes/jack caleb mysteri ),the man who understood cat ( john thinnes/jack caleb mysteri ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1590580834,The Edge of the Gulf,Hadley Hury,2003,Poisoned Pen Press,the edg of the gulf,the edg of the gulf,of the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0764124412,Tantrums (Last Straw Strategies),Michelle Kennedy,2003,Barron's Educational Series,tantrum ( last straw strategi ),tantrum ( last straw strategi ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0688146279,The Thief,Megan Whalen Turner,1996,Greenwillow,the thief,the thief,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1879604248,Ascension: The original teachings of Christ awareness,Gary Bonnell,1991,R. Rose Pub,ascens : the origin teach of christ awar,ascens : the origin teach of christ awar,: of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0572014015,"Milk-Free, Egg-Free Recipes for Children",Pauline Moore,1993,Foulsham & Co Ltd,"milk-fre , egg-fre recip for children","milk-fre , egg-fre recip for child",", for",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0553287958,"Daredevil Park (Choose Your Own Adventure, No 114)",Sara Compton,1991,Skylark Books,"daredevil park ( choos your own adventur , no 114 )","daredevil park ( choos your own adventur , no 114 )","( , 114 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0952045109,Dispatches from the War Against the World,Anthony Weir,1994,Dissident Editions,dispatch from the war against the world,dispatch from the war against the world,from the the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0751522406,Voices in My Ear/More Voices in My Ear: The Autobiography of a Medium,Doris Stokes,2002,Warner Futura,voic in my ear/mor voic in my ear : the autobiographi of a medium,voic in my ear/mor voic in my ear : the autobiographi of a medium,in in : of a,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0425068013,Sad Cypress,Agatha Christie,1984,Berkley Publishing Group,sad cypress,sad cypress,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1857823192,Sting: The Biography,Wensley Clarkson,2000,Blake Publishing Ltd,sting : the biographi,sting : the biographi,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0486403556,Peter Cottontail Dot-to-Dot,Pat Stewart,1998,Dover Publications,peter cottontail dot-to-dot,peter cottontail dot-to-dot,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0812515854,Fear and Trembling,Robert Bloch,1989,Tor Books,fear and trembl,fear and trembl,and,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0765303418,Catspaw (Cat),Joan D. Vinge,2002,Tor Books,catspaw ( cat ),catspaw ( cat ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
1863252061,for Attitude,Julie Davey,2000,Transworld Publishers (Division of Random House Australia),for attitud,for attitud,for,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0553125796,The pigman,Paul Zindel,1978,Bantam,the pigman,the pigman,pigman,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0441091784,Carrie Loves Superman (Caprice Romance),Gloria Miklowitz,1983,Ace Books,carri love superman ( capric romanc ),carri love superman ( capric romanc ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1591822289,"Scryed, Book 1",Yosuke Kuroda,2003,Tokyopop,"scri , book 1","scri , book 1",", 1",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0394498003,Big Bad Wolves,Joan Mellen,1978,Random House Inc,big bad wolv,big bad wolv,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
086819140X,Shout!: The Story of Johnny O'Keefe,Robert Caswell,1986,Currency Press Pty Ltd,shout ! : the stori of johnni o'keef,shout ! : the stori of johnni o'keef,! : of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0517700255,Detective: A Novel,Arthur Hailey,1997,Random House Inc,detect : a novel,detect : a novel,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0618196781,Paddington at Large,Michael Bond,2002,Houghton Mifflin,paddington at larg,paddington at larg,at,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0316774715,The Parents' Guide to Kids' Sports (Sports Illustrated for Kids),Lee R. Schreiber,1990,Little Brown & Co,the parent ' guid to kid ' sport ( sport illustr for kid ),the parent ' guid to kid ' sport ( sport illustr for kid ),' to ' ( for ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0802775551,The Ditched Blonde: A Carl Wilcox Mystery (Carl Wilcox Mysteries (Paperback)),Harold Adams,1998,Walker & Company,the ditch blond : a carl wilcox mysteri ( carl wilcox mysteri ( paperback ) ),the ditch blond : a carl wilcox mysteri ( carl wilcox mysteri ( paperback ) ),: ( ( ) ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0374270244,The Story of Junk: A Novel,Linda Yablonsky,1997,Farrar Straus & Giroux,the stori of junk : a novel,the stori of junk : a novel,of :,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0465054684,"For God, Country, and Coca-Cola: The Definitive History of the Great American Soft Drink and the Company That Makes It",Mark Pendergrast,2000,Basic Books,"for god , countri , and coca-cola : the definit histori of the great american soft drink and the compani that make it","for god , countri , and coca-cola : the definit histori of the great american soft drink and the compani that make it",", , and : of the and the",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0439321786,Candy Land: The Colors of Candy Land (My First Game Reader),Jackie Glassman,2002,Scholastic,candi land : the color of candi land ( my first game reader ),candi land : the color of candi land ( my first game reader ),: of ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3596242851,Wir amÃ?Â¼sieren uns zu Tode. Urteilsbildung im Zeitalter der Unterhaltungsindustrie.,Neil Postman,1985,"Fischer (Tb.), Frankfurt",wir amã ? â¼sieren un zu tode . urteilsbildung im zeitalt der unterhaltungsindustri .,wir amã ? â¼sieren un zu tode . urteilsbildung im zeitalt der unterhaltungsindustri .,? zu . im der .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0671658778,NORTHERN LIGHTS,Howard Norman,1988,Washington Square Press,northern light,northern light,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0590440160,The Invisible Man,H. G. Wells,1996,Scholastic,the invis man,the invis man,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0060160616,Turbulent mirror: An illustrated guide to chaos theory and the science of wholeness,John Briggs,1989,Harper & Row,turbul mirror : an illustr guid to chao theori and the scienc of whole,turbul mirror : an illustr guid to chao theori and the scienc of whole,mirror : to and the of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1564580806,Know Your Dog: An Owner's Guide to Dog Behavior,"Bruce, Dr. Fogle",1992,Dorling Kindersley Publishing,know your dog : an owner 's guid to dog behavior,know your dog : an owner 's guid to dog behavior,: 's to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0316114073,Called away,Perdita Buchan,1980,"Little, Brown",call away,call away,away,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0812919211,Saddam Hussein and the Crisis in the Gulf,Judith Miller,1990,Random House Inc,saddam hussein and the crisi in the gulf,saddam hussein and the crisi in the gulf,and the in the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0670813478,Interzone,William S Burroughs,1989,Viking,interzon,interzon,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0452265312,Zen to Go,Jon Winokur,1990,Plume Books,zen to go,zen to go,to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0451123549,Ebony Tower,John Fowles,1975,Signet Book,eboni tower,eboni tower,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0380579359,You're Dumber in the Summer: And Over 100 Other Things No One Ever Told You,Jim Aylward,1983,Avon Books,you 're dumber in the summer : and over 100 other thing no one ever told you,you 're dumber in the summer : and over 100 other thing no one ever told you,'re in the : 100,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0812926013,The Thinker's Toolkit: Fourteen Skills for Making Smarter Decisions in Business and in Life,Morgan D. Jones,1995,Crown Business,the thinker 's toolkit : fourteen skill for make smarter decis in busi and in life,the thinker 's toolkit : fourteen skill for make smarter decis in busi and in life,'s : for in and in,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0441779123,The Stainless Steel Rat's Revenge (Stainless Steel Rat Books (Paperback)),Harry Harrison,1986,Ace Books,the stainless steel rat 's reveng ( stainless steel rat book ( paperback ) ),the stainless steel rat 's reveng ( stainless steel rat book ( paperback ) ),'s ( ( ) ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1576104478,MCSE NT Server 4 in the Enterprise Exam Cram Adaptive Testing Edition: Exam: 70-068,Ed Tittel,1999,Coriolis Group Books,mcse nt server 4 in the enterpris exam cram adapt test edit : exam : 70-068,mcse nt server 4 in the enterpris exam cram adapt test edit : exam : 70-068,4 in the : : 70-068,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0446921793,Tender Torment,Alicia Meadowes,1980,"Warner Books, Incorporated",tender torment,tender torment,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
